bigram,word1,word2,freq,p,entropy,cum_entropy,r_number,max_cum_entropy,entropy_diff,optimal_entropy,diff_from_threshold,entropy_cross_over_point
shane smith,shane,smith,12,1,0,0,1,0,0,NA,NA,NA
