word1,word2,freq
music,music,342
samsung,galaxy,199
music,applause,126
applause,music,115
galaxy,book,113
galaxy,note,47
galaxy,buds,45
refresh,rate,44
battery,capacity,37
ultra,wide,36
virtual,assistant,35
amoled,display,34
galaxy,tab,34
camera,megapixel,33
battery,life,31
rear,camera,31
note,ultra,29
octa,core,28
core,gigahertz,27
